sku,bag_closure,bag_compartment,_store,_attribute_set,_type,_category,_root_category,_product_websites,art,blouse_color,blouse_fabric,bottom_color,bottom_fabric,color,cost,country_of_manufacture,created_at,custom_design,custom_design_from,custom_design_to,custom_layout_update,description,dupatta_color,dupatta_fabric,fabric,featured,fit,gallery,gift_message_available,has_options,image,image_label,kurta_color,kurta_fabric,lehenga_color,lehenga_fabric,length,mage_featured_product,manufacturer,material,media_gallery,meta_description,meta_keyword,meta_title,minimal_price,msrp,msrp_display_actual_price_type,msrp_enabled,name,neck,news_from_date,news_to_date,occasion,options_container,our_brand,page_layout,pattern,price,required_options,saree_border,saree_color,saree_fabric,saree_style,short_description,size,sleeve,small_image,small_image_label,special_from_date,special_price,special_to_date,status,tax_class_id,thumbnail,thumbnail_label,timershow,updated_at,url_key,url_path,visibility,weight,work,qty,min_qty,use_config_min_qty,is_qty_decimal,backorders,use_config_backorders,min_sale_qty,use_config_min_sale_qty,max_sale_qty,use_config_max_sale_qty,is_in_stock,notify_stock_qty,use_config_notify_stock_qty,manage_stock,use_config_manage_stock,stock_status_changed_auto,use_config_qty_increments,qty_increments,use_config_enable_qty_inc,enable_qty_increments,is_decimal_divided,_links_related_sku,_links_related_position,_links_crosssell_sku,_links_crosssell_position,_links_upsell_sku,_links_upsell_position,_associated_sku,_associated_default_qty,_associated_position,_tier_price_website,_tier_price_customer_group,_tier_price_qty,_tier_price_price,_group_price_website,_group_price_customer_group,_group_price_price,_media_attribute_id,_media_image,_media_lable,_media_position,_media_is_disabled,_custom_option_store,_custom_option_type,_custom_option_title,_custom_option_is_required,_custom_option_price,_custom_option_sku,_custom_option_max_characters,_custom_option_sort_order,_custom_option_row_title,_custom_option_row_price,_custom_option_row_sku,_custom_option_row_sort,saree_work,style,stitching
KFFB30921,,,,Sarees,simple,Clothing/Sarees/Traditional Sarees,Kraftstory Categories,base,,Red,Georgette,,,,,,,,,,,This beautiful Traditional Print saree comes with its own blouse,,,,,,,,,,,,,,,,,,,,Buy Brown color Georgette Saree with Red color blouse Online at KraftStory with Best Price Guaranteed * COD * 7 Day Return,,Buy Brown color Georgette Saree with Red color blouse Online only at KraftStory,,2955,,,Brown color Georgette Saree with Red color blouse,,,,,,Fabiona,,,2273,,,Brown,Georgette,Traditional,<br>,,,,,,,,1,0,,,,,,,4,1000,,3,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Print,,
KFFB30922,,,,Sarees,simple,Clothing/Sarees/Traditional Sarees,Kraftstory Categories,base,,Magenta,Georgette,,,,,,,,,,,This beautiful Traditional Print saree comes with its own blouse,,,,,,,,,,,,,,,,,,,,Buy Green color Georgette Saree with Magenta color blouse Online at KraftStory with Best Price Guaranteed * COD * 7 Day Return,,Buy Green color Georgette Saree with Magenta color blouse Online only at KraftStory,,2955,,,Green color Georgette Saree with Magenta color blouse,,,,,,Fabiona,,,2273,,,Green,Georgette,Traditional,<br>,,,,,,,,1,0,,,,,,,4,1000,,3,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Print,,
KFFB30923,,,,Sarees,simple,Clothing/Sarees/Traditional Sarees,Kraftstory Categories,base,,Blue,Georgette,,,,,,,,,,,This beautiful Traditional Print saree comes with its own blouse,,,,,,,,,,,,,,,,,,,,Buy Pink color Georgette Saree with Blue color blouse Online at KraftStory with Best Price Guaranteed * COD * 7 Day Return,,Buy Pink color Georgette Saree with Blue color blouse Online only at KraftStory,,2955,,,Pink color Georgette Saree with Blue color blouse,,,,,,Fabiona,,,2273,,,Pink,Georgette,Traditional,<br>,,,,,,,,1,0,,,,,,,4,1000,,3,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Print,,
KFFB30924,,,,Sarees,simple,Clothing/Sarees/Traditional Sarees,Kraftstory Categories,base,,Red,Georgette,,,,,,,,,,,This beautiful Traditional Print saree comes with its own blouse,,,,,,,,,,,,,,,,,,,,Buy Blue color Georgette Saree with Red color blouse Online at KraftStory with Best Price Guaranteed * COD * 7 Day Return,,Buy Blue color Georgette Saree with Red color blouse Online only at KraftStory,,2955,,,Blue color Georgette Saree with Red color blouse,,,,,,Fabiona,,,2273,,,Blue,Georgette,Traditional,<br>,,,,,,,,1,0,,,,,,,4,1000,,3,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Print,,
KFFB30925,,,,Sarees,simple,Clothing/Sarees/Traditional Sarees,Kraftstory Categories,base,,Red,Silk,,,,,,,,,,,This beautiful Traditional Print saree comes with its own blouse,,,,,,,,,,,,,,,,,,,,Buy Blue color Georgette/Satin Saree with Red color blouse Online at KraftStory with Best Price Guaranteed * COD * 7 Day Return,,Buy Blue color Georgette/Satin Saree with Red color blouse Online only at KraftStory,,2709,,,Blue color Georgette/Satin Saree with Red color blouse,,,,,,Fabiona,,,2084,,,Blue,Georgette,Traditional,<br>,,,,,,,,1,0,,,,,,,4,1000,,3,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Print,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Satin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KFFB30926,,,,Sarees,simple,Clothing/Sarees/Traditional Sarees,Kraftstory Categories,base,,Yellow,Silk,,,,,,,,,,,This beautiful Traditional Print saree comes with its own blouse,,,,,,,,,,,,,,,,,,,,Buy Yellow color Georgette/Satin Saree with Yellow color blouse Online at KraftStory with Best Price Guaranteed * COD * 7 Day Return,,Buy Yellow color Georgette/Satin Saree with Yellow color blouse Online only at KraftStory,,2709,,,Yellow color Georgette/Satin Saree with Yellow color blouse,,,,,,Fabiona,,,2084,,,Yellow,Georgette,Traditional,<br>,,,,,,,,1,0,,,,,,,4,1000,,3,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Print,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Satin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KFFB30927,,,,Sarees,simple,Clothing/Sarees/Traditional Sarees,Kraftstory Categories,base,,Black,Silk,,,,,,,,,,,This beautiful Traditional Print saree comes with its own blouse,,,,,,,,,,,,,,,,,,,,Buy Orange color Georgette/Satin Saree with Black color blouse Online at KraftStory with Best Price Guaranteed * COD * 7 Day Return,,Buy Orange color Georgette/Satin Saree with Black color blouse Online only at KraftStory,,2709,,,Orange color Georgette/Satin Saree with Black color blouse,,,,,,Fabiona,,,2084,,,Orange,Georgette,Traditional,<br>,,,,,,,,1,0,,,,,,,4,1000,,3,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Print,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Satin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KFFB30928,,,,Sarees,simple,Clothing/Sarees/Traditional Sarees,Kraftstory Categories,base,,Grey,Silk,,,,,,,,,,,This beautiful Traditional Print saree comes with its own blouse,,,,,,,,,,,,,,,,,,,,Buy Blue color Georgette/Satin Saree with Grey color blouse Online at KraftStory with Best Price Guaranteed * COD * 7 Day Return,,Buy Blue color Georgette/Satin Saree with Grey color blouse Online only at KraftStory,,2709,,,Blue color Georgette/Satin Saree with Grey color blouse,,,,,,Fabiona,,,2084,,,Blue,Georgette,Traditional,<br>,,,,,,,,1,0,,,,,,,4,1000,,3,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Print,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Satin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KFFB30929,,,,Sarees,simple,Clothing/Sarees/Traditional Sarees,Kraftstory Categories,base,,Black,Silk,,,,,,,,,,,This beautiful Traditional Print saree comes with its own blouse,,,,,,,,,,,,,,,,,,,,Buy Pink color Georgette/Satin Saree with Black color blouse Online at KraftStory with Best Price Guaranteed * COD * 7 Day Return,,Buy Pink color Georgette/Satin Saree with Black color blouse Online only at KraftStory,,2709,,,Pink color Georgette/Satin Saree with Black color blouse,,,,,,Fabiona,,,2084,,,Pink,Georgette,Traditional,<br>,,,,,,,,1,0,,,,,,,4,1000,,3,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Print,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Satin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KFFB30930,,,,Sarees,simple,Clothing/Sarees/Traditional Sarees,Kraftstory Categories,base,,Magenta,Silk,,,,,,,,,,,This beautiful Traditional Print saree comes with its own blouse,,,,,,,,,,,,,,,,,,,,Buy Black color Georgette/Satin Saree with Magenta color blouse Online at KraftStory with Best Price Guaranteed * COD * 7 Day Return,,Buy Black color Georgette/Satin Saree with Magenta color blouse Online only at KraftStory,,2709,,,Black color Georgette/Satin Saree with Magenta color blouse,,,,,,Fabiona,,,2084,,,Black,Georgette,Traditional,<br>,,,,,,,,1,0,,,,,,,4,1000,,3,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Print,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Satin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KFFB30931,,,,Sarees,simple,Clothing/Sarees/Traditional Sarees,Kraftstory Categories,base,,Yellow,Silk,,,,,,,,,,,This beautiful Traditional Print saree comes with its own blouse,,,,,,,,,,,,,,,,,,,,Buy Peach color Georgette/Satin Saree with Yellow color blouse Online at KraftStory with Best Price Guaranteed * COD * 7 Day Return,,Buy Peach color Georgette/Satin Saree with Yellow color blouse Online only at KraftStory,,2709,,,Peach color Georgette/Satin Saree with Yellow color blouse,,,,,,Fabiona,,,2084,,,Peach,Georgette,Traditional,<br>,,,,,,,,1,0,,,,,,,4,1000,,3,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Print,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Satin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KFFB30932,,,,Sarees,simple,Clothing/Sarees/Traditional Sarees,Kraftstory Categories,base,,Red,Silk,,,,,,,,,,,This beautiful Traditional Print saree comes with its own blouse,,,,,,,,,,,,,,,,,,,,Buy Yellow color Georgette/Satin Saree with Red color blouse Online at KraftStory with Best Price Guaranteed * COD * 7 Day Return,,Buy Yellow color Georgette/Satin Saree with Red color blouse Online only at KraftStory,,2709,,,Yellow color Georgette/Satin Saree with Red color blouse,,,,,,Fabiona,,,2084,,,Yellow,Georgette,Traditional,<br>,,,,,,,,1,0,,,,,,,4,1000,,3,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Print,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Satin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KFFB30933,,,,Sarees,simple,Clothing/Sarees/Traditional Sarees,Kraftstory Categories,base,,Yellow,Silk,,,,,,,,,,,This beautiful Traditional Print saree comes with its own blouse,,,,,,,,,,,,,,,,,,,,Buy Blue color Georgette/Satin Saree with Yellow color blouse Online at KraftStory with Best Price Guaranteed * COD * 7 Day Return,,Buy Blue color Georgette/Satin Saree with Yellow color blouse Online only at KraftStory,,2709,,,Blue color Georgette/Satin Saree with Yellow color blouse,,,,,,Fabiona,,,2084,,,Blue,Georgette,Traditional,<br>,,,,,,,,1,0,,,,,,,4,1000,,3,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Print,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Satin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KFFB30934,,,,Sarees,simple,Clothing/Sarees/Traditional Sarees,Kraftstory Categories,base,,Magenta,Silk,,,,,,,,,,,This beautiful Traditional Print saree comes with its own blouse,,,,,,,,,,,,,,,,,,,,Buy Red color Georgette/Satin Saree with Magenta color blouse Online at KraftStory with Best Price Guaranteed * COD * 7 Day Return,,Buy Red color Georgette/Satin Saree with Magenta color blouse Online only at KraftStory,,2709,,,Red color Georgette/Satin Saree with Magenta color blouse,,,,,,Fabiona,,,2084,,,Red,Georgette,Traditional,<br>,,,,,,,,1,0,,,,,,,4,1000,,3,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Print,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Satin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KFFB30935,,,,Sarees,simple,Clothing/Sarees/Traditional Sarees,Kraftstory Categories,base,,Red,Silk,,,,,,,,,,,This beautiful Traditional Print saree comes with its own blouse,,,,,,,,,,,,,,,,,,,,Buy Green color Georgette/Satin Saree with Red color blouse Online at KraftStory with Best Price Guaranteed * COD * 7 Day Return,,Buy Green color Georgette/Satin Saree with Red color blouse Online only at KraftStory,,2709,,,Green color Georgette/Satin Saree with Red color blouse,,,,,,Fabiona,,,2084,,,Green,Georgette,Traditional,<br>,,,,,,,,1,0,,,,,,,4,1000,,3,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Print,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Satin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KFFB30936,,,,Sarees,simple,Clothing/Sarees/Traditional Sarees,Kraftstory Categories,base,,Black,Silk,,,,,,,,,,,This beautiful Traditional Print saree comes with its own blouse,,,,,,,,,,,,,,,,,,,,Buy Red color Georgette/Satin Saree with Black color blouse Online at KraftStory with Best Price Guaranteed * COD * 7 Day Return,,Buy Red color Georgette/Satin Saree with Black color blouse Online only at KraftStory,,2709,,,Red color Georgette/Satin Saree with Black color blouse,,,,,,Fabiona,,,2084,,,Red,Georgette,Traditional,<br>,,,,,,,,1,0,,,,,,,4,1000,,3,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Print,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Satin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KFFB30937,,,,Sarees,simple,Clothing/Sarees/Traditional Sarees,Kraftstory Categories,base,,Beige,Silk,,,,,,,,,,,This beautiful Traditional Print saree comes with its own blouse,,,,,,,,,,,,,,,,,,,,Buy Red color Georgette/Satin Saree with Beige color blouse Online at KraftStory with Best Price Guaranteed * COD * 7 Day Return,,Buy Red color Georgette/Satin Saree with Beige color blouse Online only at KraftStory,,2709,,,Red color Georgette/Satin Saree with Beige color blouse,,,,,,Fabiona,,,2084,,,Red,Georgette,Traditional,<br>,,,,,,,,1,0,,,,,,,4,1000,,3,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Print,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Satin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KFFB30938,,,,Sarees,simple,Clothing/Sarees/Traditional Sarees,Kraftstory Categories,base,,Black,Silk,,,,,,,,,,,This beautiful Traditional Print saree comes with its own blouse,,,,,,,,,,,,,,,,,,,,Buy Pink color Georgette/Satin Saree with Black color blouse Online at KraftStory with Best Price Guaranteed * COD * 7 Day Return,,Buy Pink color Georgette/Satin Saree with Black color blouse Online only at KraftStory,,2709,,,Pink color Georgette/Satin Saree with Black color blouse,,,,,,Fabiona,,,2084,,,Pink,Georgette,Traditional,<br>,,,,,,,,1,0,,,,,,,4,1000,,3,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Print,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Satin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KFFB30939,,,,Sarees,simple,Clothing/Sarees/Traditional Sarees,Kraftstory Categories,base,,Black,Silk,,,,,,,,,,,This beautiful Traditional Print saree comes with its own blouse,,,,,,,,,,,,,,,,,,,,Buy Cream color Georgette/Satin Saree with Black color blouse Online at KraftStory with Best Price Guaranteed * COD * 7 Day Return,,Buy Cream color Georgette/Satin Saree with Black color blouse Online only at KraftStory,,2709,,,Cream color Georgette/Satin Saree with Black color blouse,,,,,,Fabiona,,,2084,,,Cream,Georgette,Traditional,<br>,,,,,,,,1,0,,,,,,,4,1000,,3,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Print,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Satin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KFFB30940,,,,Kurta & Salwar,simple,Clothing/Kurta & Salwar/Bollywood Suits,Kraftstory Categories,base,,,,Green,Georgette,,,,,,,,,Semi-Stitched Lehenga suit with 2.00 Mtrs Kurta 3 meters salwar and 2.25 meters dupatta dress material,White,Chiffon,,,,,,,,,Magenta,Georgette,,,,,,,,Buy Lehenga style semi-stitched Salwar suit of kurta Magenta color and salwar of Green color Online at KraftStory with Best Price Guaranteed * COD * 7 Day Return,,Buy Lehenga style semi-stitched Salwar suit of kurta Magenta color and salwar of Green color Online only at KraftStory,,4693,,,Lehenga style semi-stitched Salwar suit of kurta Magenta color and salwar of Green color,,,,,,Fabiona,,,3610,,,,,,<br>,,,,,,,,1,0,,,,,,,4,1000,Embroidery,3,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lehenga,Semi-Stitched
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Resham,,,,,,,,,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KFFB30941,,,,Kurta & Salwar,simple,Clothing/Kurta & Salwar/Bollywood Suits,Kraftstory Categories,base,,,,Cream,Santoon,,,,,,,,,Semi-Stitched Anarkali suit with 3 meters Kurta 2.5 meters salwar and 2.25 meters dupatta dress material,Cream,Chiffon,,,,,,,,,Cream,Georgette,,,,,,,,Buy Anarkali style semi-stitched Salwar suit of kurta Cream color and salwar of Cream color Online at KraftStory with Best Price Guaranteed * COD * 7 Day Return,,Buy Anarkali style semi-stitched Salwar suit of kurta Cream color and salwar of Cream color Online only at KraftStory,,4693,,,Anarkali style semi-stitched Salwar suit of kurta Cream color and salwar of Cream color,,,,,,Fabiona,,,3610,,,,,,<br>,,,,,,,,1,0,,,,,,,4,1000,Embroidery,3,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Anarkali,Semi-Stitched
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lace,,,,,,,,,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KFFB30942,,,,Kurta & Salwar,simple,Clothing/Kurta & Salwar/Bollywood Suits,Kraftstory Categories,base,,,,Black,Santoon,,,,,,,,,Semi-Stitched Straight suit with 2.5 meters Kurta 2.5 meters salwar and 2.25 meters dupatta dress material,Orange,Chiffon,,,,,,,,,Orange,Georgette,,,,,,,,Buy Straight style semi-stitched Salwar suit of kurta Orange color and salwar of Black color Online at KraftStory with Best Price Guaranteed * COD * 7 Day Return,,Buy Straight style semi-stitched Salwar suit of kurta Orange color and salwar of Black color Online only at KraftStory,,5101,,,Straight style semi-stitched Salwar suit of kurta Orange color and salwar of Black color,,,,,,Fabiona,,,3924,,,,,,<br>,,,,,,,,1,0,,,,,,,4,1000,Embroidery,3,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Straight,Semi-Stitched
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lace,,,,,,,,,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KFFB30943,,,,Kurta & Salwar,simple,Clothing/Kurta & Salwar/Bollywood Suits,Kraftstory Categories,base,,,,Yellow,Santoon,,,,,,,,,Semi-Stitched Straight suit with 2.5 meters Kurta 2.5 meters salwar and 2.25 meters dupatta dress material,Yellow,Chiffon,,,,,,,,,Yellow,Georgette,,,,,,,,Buy Straight style semi-stitched Salwar suit of kurta Yellow color and salwar of Yellow color Online at KraftStory with Best Price Guaranteed * COD * 7 Day Return,,Buy Straight style semi-stitched Salwar suit of kurta Yellow color and salwar of Yellow color Online only at KraftStory,,5101,,,Straight style semi-stitched Salwar suit of kurta Yellow color and salwar of Yellow color,,,,,,Fabiona,,,3924,,,,,,<br>,,,,,,,,1,0,,,,,,,4,1000,Embroidery,3,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Straight,Semi-Stitched
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lace,,,,,,,,,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KFFB30944,,,,Kurta & Salwar,simple,Clothing/Kurta & Salwar/Bollywood Suits,Kraftstory Categories,base,,,,Magenta,Santoon,,,,,,,,,Semi-Stitched Straight suit with 2.5 meters Kurta 2.5 meters salwar and 2.25 meters dupatta dress material,White,Chiffon,,,,,,,,,White,Georgette,,,,,,,,Buy Straight style semi-stitched Salwar suit of kurta White color and salwar of Magenta color Online at KraftStory with Best Price Guaranteed * COD * 7 Day Return,,Buy Straight style semi-stitched Salwar suit of kurta White color and salwar of Magenta color Online only at KraftStory,,5101,,,Straight style semi-stitched Salwar suit of kurta White color and salwar of Magenta color,,,,,,Fabiona,,,3924,,,,,,<br>,,,,,,,,1,0,,,,,,,4,1000,Embroidery,3,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Straight,Semi-Stitched
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lace,,,,,,,,,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KFFB30945,,,,Kurta & Salwar,simple,Clothing/Kurta & Salwar/Bollywood Suits,Kraftstory Categories,base,,,,Red,Santoon,,,,,,,,,Semi-Stitched Straight suit with 2.5 meters Kurta 2.5 meters salwar and 2.25 meters dupatta dress material,Red,Chiffon,,,,,,,,,Red,Georgette,,,,,,,,Buy Straight style semi-stitched Salwar suit of kurta Red color and salwar of Red color Online at KraftStory with Best Price Guaranteed * COD * 7 Day Return,,Buy Straight style semi-stitched Salwar suit of kurta Red color and salwar of Red color Online only at KraftStory,,5101,,,Straight style semi-stitched Salwar suit of kurta Red color and salwar of Red color,,,,,,Fabiona,,,3924,,,,,,<br>,,,,,,,,1,0,,,,,,,4,1000,Embroidery,3,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Straight,Semi-Stitched
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lace,,,,,,,,,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KFFB30946,,,,Kurta & Salwar,simple,Clothing/Kurta & Salwar/Bollywood Suits,Kraftstory Categories,base,,,,Blue,Santoon,,,,,,,,,Semi-Stitched Straight suit with 2.5 meters Kurta 2.5 meters salwar and 2.25 meters dupatta dress material,Blue,Chiffon,,,,,,,,,Blue,Georgette,,,,,,,,Buy Straight style semi-stitched Salwar suit of kurta Blue color and salwar of Blue color Online at KraftStory with Best Price Guaranteed * COD * 7 Day Return,,Buy Straight style semi-stitched Salwar suit of kurta Blue color and salwar of Blue color Online only at KraftStory,,5101,,,Straight style semi-stitched Salwar suit of kurta Blue color and salwar of Blue color,,,,,,Fabiona,,,3924,,,,,,<br>,,,,,,,,1,0,,,,,,,4,1000,Embroidery,3,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Straight,Semi-Stitched
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lace,,,,,,,,,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
